"Numero FINESS";"SIRET";"APE";"Raison sociale";"Complement distribution";"Adresse";"Lieudit_BP";"Code postal";"Libelle routage";"Tel";"Fax";"Date ouvert";"Code categorie";"Lib categorie";"Code statut";"Lib statut";"Code tarif";"Lib tarif";"Code PSPH";"Lib PSPH";"FINESS juridique";"SOC:";"Discipline1";"Mode de fonctionnement1";"Clientele1";"Capacite hommes1";"Capacite femmes1";"Capacite totale1";"Discipline2";"Mode de fonctionnement2";"Clientele2";"Capacite hommes2";"Capacite femmes2";"Capacite totale2";"Discipline3";"Mode de fonctionnement3";"Clientele3";"Capacite hommes3";"Capacite femmes3";"Capacite totale3";"Discipline4";"Mode de fonctionnement4";"Clientele4";"Capacite hommes4";"Capacite femmes4";"Capacite totale4";"Discipline5";"Mode de fonctionnement5";"Clientele5";"Capacite hommes5";"Capacite femmes5";"Capacite totale5";"Discipline6";"Mode de fonctionnement6";"Clientele6";"Capacite hommes6";"Capacite femmes6";"Capacite totale6";
"670010529";"775 642 069 00469";;"MR LES MESANGES - EHPAD";;"25 RUE DE LA GROSSMATT";;"67800";"HOENHEIM";"03 88 19 74 00 ";;"09 mai 1997";"200";"Maison de Retraite";"62";"Association de Droit Local";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670792340";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"14";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670011758";"266 701 127 00026";;"MR 'RESIDENCE DE L'ALUMNAT' - EHPAD";;"4 RUE DE L'ALUMNAT";;"67750";"SCHERWILLER";"03 88 82 50 00 ";"03 88 82 49 50";"03 mai 2011";"200";"Maison de Retraite";"17";"Centre Communal Action Sociale";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670011709";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"32";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670012749";"266 700 582 00122";;"MAISON DE RETRAITE WOERTH - EHPAD";;"1 RUE DES AULNES";;"67360";"WOERTH";"03 88 05 22 30 ";;"01 fevrier 2012";"200";"Maison de Retraite";"14";"Etablissement Public Intercommunal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780543";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"20";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670013259";;;"ACCUEIL DE JOUR PREO - EHPAD";;"5 RUE DU GENERAL DE GAULLE";;"67205";"OBERHAUSBERGEN";"03 88 27 25 79 ";"03 88 25 78 72";"01 novembre 2008";"207";"Centre de Jour pour Personnes Agees";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792340";"";"Accueil en Maison de Retraite";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670013689";"323 649 525 00629";;"MR EHPAD LA MAISON DU LENDEHOF";;"4 RUE DE LA GENDARMERIE";;"67370";"TRUCHTERSHEIM";;;"15 mai 2013";"200";"Maison de Retraite";"60";"Association Loi 1901 non Reconnue d'Utilite Publique";"99";"Indetermine";;;"940004088";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"1";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"56";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670013739";"431 968 601 00010";;"MR 'LAURY MUNCH' EHPAD";;"8 RUE DU MOULIN A PORCELAINE";;"67100";"STRASBOURG";"03 88 22 83 60 ";"03 88 22 83 61";"01 fevrier 2012";"200";"Maison de Retraite";"63";"Fondation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"750721300";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"2";"Accueil en Maison de Retraite";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"10";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"54";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"26";"";"";"";"";"";"";
"670013853";"775 618 150 00343";;"MAISON DE RETRAITE LE TILLEUL-EHPAD";;"19 RUE DU GAL DE GAULLE";;"67610";"LA WANTZENAU";"03 88 96 31 01 ";"03 88 96 36 00";"18 decembre 2003";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"570010173";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"36";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670014075";"778 861 856 00012";;"MDR DES CAPUCINS";;"5 RUE MONSEIGNEUR HOCH";"BP 25012";"67035";"STRASBOURG CEDEX 2";"03 88 30 81 76 ";;"25 novembre 1997";"200";"Maison de Retraite";"64";"Congregation";"99";"Indetermine";;;"670014067";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees Autonomes";"22";"0";"22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670014083";"775 641 855 00082";;"MAISON SAINTE EUGENIE";;"16 COTE DE SAVERNE";;"67700";"SAVERNE";"03 88 91 15 19 ";;"30 juillet 1996";"200";"Maison de Retraite";"64";"Congregation";"99";"Indetermine";;;"670000124";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees Autonomes";"0";"20";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670014091";"775 641 855 00108";;"MAISON SAINTE RICHARDE";;"11 RUE DU GAL DE GAULLE";;"67140";"ANDLAU";;;"30 juillet 1996";"200";"Maison de Retraite";"64";"Congregation";"99";"Indetermine";;;"670000124";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees Autonomes";"0";"20";"20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670015130";"266 706 027 00023";;"MR DE HOERDT- EHPAD";;"199 RUE DE LA REPUBLIQUE";;"67728";"HOERDT CEDEX";"03 88 64 61 00 ";;"01 janvier 2010";"200";"Maison de Retraite";"11";"Etablissement Public Departemental d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670013366";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670015148";"266 700 319 00210";;"MR DU CH ERSTEIN - EHPAD";;"13 ROUTE DE KRAFFT";"BP 30063";"67152";"ERSTEIN CEDEX";"03 90 64 20 00 ";;"01 janvier 2010";"200";"Maison de Retraite";"11";"Etablissement Public Departemental d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670781152";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670015155";"266 700 053 00066";;"MR DU VAL DE MODER EHPAD";;"2 ROUTE DE STRASBOURG";;"67350";"PFAFFENHOFFEN";"03 90 55 45 35 ";;"18 decembre 2012";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780352";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"28";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670015296";"401 251 566 01343";;"MR RESIDENCE DE L'AAR EHPAD";;"1 RUE DU CHATEAU D'ANGLETERRE";;"67302";"SCHILTIGHEIM CEDEX";"03 88 20 84 20 ";;"01 janvier 2010";"200";"Maison de Retraite";"73";"Societe Anonyme";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"750832701";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670015551";"266 700 582 00098";;"MR SITE DU CH WISSEMBOURG - EHPAD";;"24 ROUTE DE WEILER";"BP 20003";"67166";"WISSEMBOURG CEDEX";"03 88 54 11 11 ";"03 88 54 11 56";"21 avril 2004";"200";"Maison de Retraite";"14";"Etablissement Public Intercommunal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780543";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670016187";"266 700 046 00144";;"MR 'L'OReE DU BOIS' - EHPAD";"33 A";"RUE DE HAGUENAU";;"67620";"SOUFFLENHEIM";"03 88 80 22 22 ";"03 88 80 22 65";"01 janvier 2009";"200";"Maison de Retraite";"11";"Etablissement Public Departemental d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780584";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670016195";"266 700 046 00151";;"MR 'LE CLOS FLEURI' - EHPAD";;"9 RUE DES HERONS";;"67850";"HERRLISHEIM";"03 88 80 22 22 ";"03 88 80 22 65";"01 janvier 2009";"200";"Maison de Retraite";"11";"Etablissement Public Departemental d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780584";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
